Logo,Company,Address,Category,Products List
https://www.halal.hrhttp://secerana.eu/,Hrvatska industrija šećera d.d.,"Ulica grada Vukovara 269g, 10000 Zagreb",Producers,"Konzumni bijeli kristal šećer, Melasa, Tekući šećer-šećerna otopina, Suhi briketirani repin rezanac (stočna hrana)"
https://www.halal.hrhttps://www.ireks-aroma.hr,Ireks Aroma d.o.o.,"Trešnjevka 24, 10450, Jaska, Croatia",Producers,
https://www.halal.hrhttp://www.kim.hr,KIM d.o.o.,"Ul. Gornje Mekušje, 47000, Karlovac, Croatia",Producers,"Dukat trajno mlijeko 2,8% 6X1 L (vit. D), Dukat trajno mlijeko 2,8% 1L (D vit.), Dukat trajno mlijeko 2,8% 8X1L  (vit. D), Dukat trajno mlijeko 2,8% 1L (D vit.), Dukat trajno mlijeko 1,8% 1 L, Dukat trajno mlijeko 1,8% 1L, Profiline mlijeko za kavu 3,8% 1 L, MVP trajno mlijeko 2,5% 1L"
https://www.halal.hrhttp://www.vindija.hr/Proizvodi/Piletina.html?Y3RnXDQscFwxNDM%3D,Koka d.d.,"Biškupečka ulica 58, 42000, Varaždin, Croatia",Slaughterhouses,"Pile grill kalibrirani neuvrečeni (1200 gr.), Pile grill podložak, Pile roster, Pile kalibro ( 1000g ), Varaždinski pohanci, Pile 8+, Pile grilko ( 800-950g ), Pile u marinadi, Gavelino, Gavelino narezan, Gavelino narezan – mini, Batak i zabatak, Batak i zabatak na podlošku, Batak sa zabatkom (obiteljsko pakiranje), Zabatak, Zabatak na podlošku, Zabatak (obiteljsko pakiranje), Zabatak bez kože na podlošku, Batak-zabatak i prsa, Batak-zabatak i prsa podložak, Batak, Batak podložak, Batak (obiteljsko pakiranje), Prsa bez kože na podlošku, Prsa, Prsa – podložak, Prsa (obiteljsko pakiranje), Jetra sa srcem, Jetra sa srcem 500g svježa, Želuci, Želuci 500g svježi, Leđa – hrbat, Leđa i hrbat na podlošku, Krila, Krila – podložak, Krila (obiteljsko pakiranje), File od prsiju, File od prsiju – podložak, Pileći file (obiteljsko pakiranje), Pileći mini file 400g, Pileći odresci od filea prsiju 400g, File zabatka, File zabatka – podložak, Meso mladih kokoši, Meso mladih kokoši polovice, Meso mladih kokoši četvrtine, Pileći rasjek premium cca. 1000g, Pileći rasjek classic cca. 750g, Pileći rasjek za pohanje top krila cca.1100g, Pileći rasjek za pohanje top file cca. 1100g., Pripravak za juhu, Pileći krilko na podlošku, Pileći krilamare na podlošku, Pileća polovica, Pileća polovica 750g, Pileći zabatak i krila, Pileći batak i pileći file, Pileći batak i file minipack, Pileći prutići u umaku butterino 500 g., Crispy odrezak, Pile grill kalibr. Uvrečeni (1200 gr.)/smrznuti, Pile grill (vrečica)/smrznuto, Zamrznuti gavelino – narezan, Batak i zabatak/smrznuto, Batak i zabatak na podlošku/smrznuto, Batak sa zabatkom (obiteljsko pakiranje) / smrz., Zabatak/smrznuto, Zabatak na podlošku/smrznuto, Zabatak (obiteljsko pakiranje) / smrz., Zabatak bez kože na podlošku/smrznuto, Batak-zabatak i prsa smrznuto, Batak-zabatak i prsa podložak smrznuto, Batak/smrznuto, Batak – podložak/smrznuto, Batak (obiteljsko pakiranje) / smrz., Prsa/smrznuto, Prsa – podložak/smrznuto, Prsa (obiteljsko pakiranje) / smrz., Prsa bez kože na podlošku/smrznuto, Jetra sa srcem/smrznuto, Jetra sa srcem 500g / smrznuto, Želuci/smrznuto, Želuci 500g / smrznuti, Leđa – hrbat/smrznuto, Leđa i hrbat na podlošku/smrznuto, Krila/smrznuto, Krila – podložak/smrznuto, Krila (obiteljsko pakiranje) / smrz., File od prsiju/smrznuto, File od prsiju – podložak/smrznuto, Pileći file (obiteljsko pakiranje) / smrz., File zabatka/smrznuto, File zabatka – podložak/smrznuto, Meso mladih kokoši/smrznuto, Meso mladih kokoši – polovice/smrznuto, Meso mladih kokoši – četvrtine/smrznuto, Usitnjeno meso 1/1/smrznuto, Usitnjeno meso na podlošku/smrznuto 500g, Pileći rasjek premium / smrz. Cca. 1000g, Pileći rasjek classic / smrz. Cca. 750g, Rasjek za pohanje top krila smrz. Cca.1100g, Rasjek za pohanje top file smrz. Cca.1100g, Pripravak za juhu / smrz., Pileći krilko na podlošku / smrz., Pileći krilamare na podlošku / smrz, Marinato grill pile cca. 1200g, Marinato grill batak, Marinato grill batak – podložak, Marinato grill zabatak bez kože, Marinato grill zabatak bez kože – podložak, Marinato grill batak / zabatak, Marinato grill batak / zabatak podložak, Marinato grill file, Marinato grill file – podložak, Marinato grill krila, Marinato grill krila podložak, Pileća krila u pikantnoj marinadi 450 g, Marinato grill ražnjići, Marinato grill ražnjići podložak, Pileći ražnjići kids 450g, Marinato grill ražnjići zabatka, Marinato grill ražnjići zabatka podložak, Marinato grill maxi cca.1100g., Marinato grill mini cca.850g., Marinato grill pile / smrz. Cca. 1200g, Marinato grill batak / smrz., Marinato grill batak podložak / smrz., Marinato grill zabatak bez kože / smrz., Marinato grill zabatak bez kože podl. / smrz., Marinato grill batak – zabatak / smrz., Marinato grill batak – zabatak podl. / smrz., Marinato grill file / smrz., Marinato grill file podl. / smrz., Marinato grill krila / smrz., Marinato grill krila podl. / smrz., Marinato grill ražnjići. / smrz., Marinato grill ražnjići podl. / smrz., Marinato grill ražnjići zabatka / smrz., Marinato grill ražnjići zabatka podl. / smrz., Marinato grill maxi /  smrz cca.1100g., Marinato grill mini /  smrz cca.850g., Filetino classic, Filetino mediteran, Filetino crispy"
https://www.halal.hrhttp://www.kras.hr,"KRAŠ, prehrambena industrija d.d. Zagreb","Ravnice 48, 10000, Zagreb, Croatia",Producers,"Dorina čokolada za kuhanje 100g, Dorina čokolada za kuhanje 200g, Dorina čokolada za kuhanje 300g, Dorina mliječna 80g, Dorina mliječna 150g, Dorina mliječna 220g, Dorina s lješnjakom 80g, Dorina s lješnjakom 250g, Dorina mliječna s cijelim lješnjacima 100g, Dorina mliječna s cijelim lješnjacima 150g, Dorina mliječna s cijelim lješnjacima 220g, Dorina s keksom 80g, Dorina s keksom 150g, Dorina s keksom 220g, Bajadera 37g, Bajadera 100g, Bajadera 200g, Bajadera 300g, Bajadera 300g – limenka, Bajadera 500g, Bajadera 900g, Kraš 1911 60% kakaa 100g, Kraš 1911 60% kakaa s narančom 100g, Dorina Jaffa 100g, Dorina riža 75g, Dorina riža 130g, Dorina riža 220g, Tortica choco finger 42g, Životinjsko carstvo 15g, Lizly 15 g, Dorina mliječna čokolada sa steviom 100 g, Dorina tamna čokolada sa steviom 100g, Biorela choco prutići bez šećera 12,5g 875g, Biorela choco prutići 12,5g 875g, Napolitanke nougat 100g, Napolitanke nougat 330g, Napolitanke nougat 420g, Napolitanke nougat 500g, Napolitanke nougat 840g, Napolitanke hazelnut 200g, Napolitanke hazelnut 330g, Napolitanke hazelnut 420g, Napolitanke hazelnut 500g, Napolitanke mocca 330g, Napolitanke chocolate cream 100g, Napolitanke chocolate cream 200g, Napolitanke chocolate cream 330g, Napolitanke chocolate cream 420g, Napolitanke chocolate cream 500g, Napolitanke chocolate cream 840g, Napolitanke lemon-orange 330g, Napolitanke fruit 420g, Napolitanke s čokoladom 250g, Napolitanke s čokoladom 500g, Tortica čokoladna 25g, Petit beurre 200g, Petit beurre 480g, Petit beurre 960g, Petit beurre integral 255g, Sport keks 300g, Sport keks 1000g, Vic kreker slani 180g, Vic kreker sezam 180 g, Vic slani štapići 50g, Vic slani štapići 230g, Domaćica original 275g, Domaćica original 300g, Kraševo domaće 275g, Harmonija kokos 140g, Kraš 1911 čajno pecivo s lješnjakom 140g, Tortica lješnjak 27g, Nougat kocke 38g, Super wafers nougat 50g, Super wafers vanilla milk 50g, Super wafers chocolate cream 50g, Napolitanke s lješnjakom bez dodanog šećera 50g, Vienna wafers nougat 200g, Vienna wafers hazelnut 200g, Vienna wafers chocolate cream 200g, Vienna wafers mocca 200g, Batons nougat 250g, Mini domaćica original 100g, Napolitanke Cocoa & Milk 200 g, Napolitanke Integral 200 g, Slimmies karamela bez šećera sa sladilima, Bananko 30g, Žele 200g, KiKi XXL Zmije 100g, KiKi Mania Mix 90g, KiKi Mania Mix 180g, Ki-Ki Medo 90g, Ki-Ki Medo 180g, Ki-Ki ‘l love KI.KI, Ki-Ki Cola 90g, Ki-Ki Breskvice 90g, Gummy Candy 1 kg, Jelly Candy 5 kg"
https://www.halal.hrhttp://www.tajmahal-dubrovnik.com,KUĆA EDO d.o.o. - Restoran Taj Mahal,"Između Dolaca 6, 20236, Nova Mokošica, Dubrovnik",Restaurants,
https://www.halal.hrhttps://kutrilin.com,Kutrilin d.o.o.,"Radnička cesta 173, 10000, Zagreb, Croatia",Producers,"Kontramin 23, Kontramin specijal, Kontramin 815, Dispergen bio – 10, Dispergin conc. F, Dispergin conc. FA, Inkolin AFK"
https://www.halal.hrhttps://premiumdubrovnik.rixos.com,Libertas Rixos d.o.o.,"Liechtensteinov put 3, 20000, Dubrovnik, Croatia",Hoteliers,
https://www.halal.hrhttp://hrana-hrvatskih-farmi.hpa.hr/korisnikznaka/lukac-d-o-o,LUKAČ d.o.o.,"Ostrovička ul. 1, 10000, Zagreb, Croatia",Producers,"LUKAČ SVJEŽA  KONZUMNA JAJA S, LUKAČ SVJEŽA KONZUMNA JAJA M, LUKAČ SVJEŽA KONZUMNA  JAJA L, LUKAČ SVJEŽA KONZUMNA JAJA XL, TEKUĆE PASTERIZIRANO CIJELO JAJE, TEKUĆI PASTERIZIRANI BJELANJAK, TEKUĆI PASTERIZIRNAI ŽUMANJAK"
https://www.halal.hrhttp://www.luxury-cosmetics.com,LUXURY COSMETICS d.o.o.,"Ružićeva ul. 1, 51000, Rijeka, Croatia",Producers,"Cleopatra šećerna pasta strong epil 120g, Cleopatra šećerna pasta soft epil 120g, Cleopatra šećerna pasta čokolada 120g, Cleopatra šećerna pasta kamilica 120g, Cleopatra šećerna pasta mix epil 120g, Cleopatra šećerna pasta tropical epil 120g, Cleopatra šećerna pasta intimate epil 120g, Cleopatra šećerna pasta strong epil 700g, Cleopatra šećerna pasta soft epil 700g, Cleopatra šećerna pasta čokolada 700g, Cleopatra šećerna pasta kamilica 700g, Cleopatra šećerna pasta mix epil 700g, Cleopatra šećerna pasta tropical epil 700g, Cleopatra šećerna pasta intimate epil 700g, Cleopatra šećerna pasta strong epil 1400g, Cleopatra šećerna pasta soft epil 1400g, Cleopatra šećerna pasta čokolada 1400g, Cleopatra šećerna pasta kamilica 1400g, Cleopatra šećerna pasta mix epil 1400g, Cleopatra šećerna pasta tropical epil 1400g, Cleopatra šećerna pasta intimate epil 1400g"
https://www.halal.hrhttps://acidosalus.com/,MarinaLab Opus d.o.o.,"Kraljevečka c7, 10257 Kupinečki Kraljevec-Brezovica",Producers,
https://www.halal.hrhttps://matgrupa.hr,MAT grupa d.o.o.,"Vidikovac 44, 43000 Bjelovar",Slaughterhouses,
https://www.halal.hrhttp://www.milla.hr,Milla Cosmetics d.o.o,"Krapinska ul. 61, 10298, Donja Bistra, Hrvatska",Producers,
https://www.halal.hrhttps://www.mirna-rovinj.hr,Mirna Rovinj d.d.,"Ul. Giordana Paliage 5, 52210, Rovinj, Croatia",Producers,
https://www.halal.hrhttp://www.mlinar.hr,MLINAR d.d.,"Radnička cesta 228c, 10000, Zagreb, Croatia",Producers,"Domaći bijeli kruh pak 400g, Francuz kukuruzni 300g, Francuz s bučinim sjemenkama 300g, Kalnički kruh 1200g, Kalnički kruh pak 1200g, Kalnički kruh pak 400g, Kalnički mali kruh 700g, Kalnički mali kruh pak 700g, Kruh bijeli k+ 500g, Kruh bijeli sendvič 650g, Kruh bijeli sendvič pak 650g, Kruh polubijeli k+ 500g, Kruh sa suncokretom 600g, Kruh sa suncokretom pak 600g, Kruščić kukuruzni 400g, Kruščić kukuruzni pak 400g, Kukuruzni domaći kruh 900g, Kukuruzni domaći kruh pak 900g, Kukuruzni miješani kruh pak 500g, Mlinarova peka 1000g, Mlinarova peka pak 1000g, Mlinarova šlapica bijela 300g, Mlinarova šlapica bijela pak 300g, Mlinarova šlapica crna 300g, Mlinarova šlapica crna pak 300g, Polubijeli kruh 500g, Polubijeli kruh 700g, Polubijeli kruh pak 700g, Primorski kruh 700g, Primorski kruh pak 700g, Raženi domaći kruh 900g, Raženi domaći kruh pak 450g, Raženi domaći kruh pak 900g, Raženi miješani kruh 600g, Raženi miješani kruh pak 600g, Rustika 280g, Rustika kukuruzna 250g, Rustika pak 280g, Švedski kruh 650g, Švedski kruh pak 650g, Bio pecivo 80g, Bučino pecivo 40g, Delikatesna štangica 70g, Pecivo domaće 40g, Hambi pecivo 120g, Kajzerica (3+1) pak 200g, Kajzerica 50g, Kalničko pecivo (3+1) pak 240g, Krumpirovo pecivo (3+1) pak 240g, Krumpirovo pecivo 70g, Kukuruzna kiflica 30g, Kukuruzno miješano pecivo 40g, Kukuruzno pecivo 70g, Lizika 200g, Lizika mala 100g, Pecivo malo bijelo 40g, Pecivo s bučinim sjemenkama 80g, Suvitol pecivo 40g, Raženo miješano pecivo 150g, Raženo miješano pecivo za sendvič 100g, Sendvič pecivo šlapica bijela 150g, Sendvič pecivo šlapica kukuruzna 150g, Somun 200g, Špic baguette raženi 100g, Tamni klipić 70g, Žemlja 60g, Žemlja primorska 100g, Lješnjak štangica 70g, Mini kukuruzni croissant 25g, Mliječna kifla 70g, Pita sa šum. Voćem i sirom 120g, Slani klipić 70g, Šaumrola 70g, Štangica s višnjama 70g, Tamni klipić 70g, Tijesto za pizzu pak 500g, Kruh bijeli t-500 500 g kplus, Kruh domaći specijal t-500 800 g, Kruh polubijeli t-850 500 g kplus, Kruh miješani raženi 500 g, Kruh polubijeli t-850 700 g, Kruh planinski 600 g, Kruh bavarski 700 g, Kruh bijeli modlaš 700 g, Kruh lički 1500 g, Kruh slavonac 1000 g  šk, Kruh kalnički 700 g, Kruh vodeni 700 g, Kruh kukuruzni miješani 500 g, Kruh bijeli t-550 650 g, Kruh bijeli t-550 rezani 650 g, Kruh sa suncokretom 600 g, Kruh zlatna pogača 500 g, Mlinarova šlapica kukuruzna 300 g, Mlinarova šlapica bijela 300 g, Tijesto za pizzu(1/4)-125 g, Kruh panonski 600 g, Kruh obiteljski 800 g, Somun 200 g, Pecivo ciabatta kukuruzna zp 143 g, Lukavi klipić zp 60 g, Perec zp 84 g, Kifla zp 84 g, Suvitol zp 66 g, Pecivo ciabatta zp 143 g, Lizika 200 g, Ferrero kocka 110 g, Čokoladna torta 1540 g, Nutela torta 1700 g, Jogurt torta 2100 g, Švarcvald torta 1700 g, Sacher torta 1960 g, Ferrero torta 1700 g, Torta ledena jagoda 1900 g, Torta ledena čokolada 1900 g, Torta ledena lješnjak 1900 g, Torta višnja 1700 g, Torta ferrero pn 1950 g, Torta nutela pn 1950 g, Torta čokoladna pn 1790 g, Jogurt torta 150 g, Torta švarcvald torta pn 1950 g, Torta sacher  2210 g, Torta ferrero 120 g, torta ledena jagoda 135 g, torta ledena čokolada 135 g, torta ledena lješnjak 135 g, Torta s višnjama pn 1950 g, Torta nutela exclusive 120 g, Torta s višnjama 135g, Čokoladna torta 110 g, Torta sacher exclusive 140 g, Torta nutella četvrtasta 1950 g, Torta ferrero četvrtasta 1950 g, Torta schwartzwald 135 g, Paule 330 g, Buhtla zp 200 g, Kukuruzni prutić 60 g, Burek motani sa sirom 300 g – zp, Burek mali motani sa sirom 180 g – zp, Burek mali motani s mesom 180 g – zp, Burek mali motani s jabukama 180 g – zp, Burek mali motani s višnjama 180 g – zp, Burek motani s mesom 300 g – zp, Burek mali motani sir-špinat 180 g – zp, Pita s mesom 150 g zp, Štapić sa šumskim voćem 90 g zp, Štapić s marelicom 90 g zp, Štapić sa sirom 90 g zp, Štapić sa sirom i špinatom 90 g zp, Štapić s jabukom 90 g zp, Štapić s višnjom 90 g zp, Štapić s mesom 90 g zp, Sirnica ug. 100g, Krumpiruša ug. 100g, Zeljanica ug. 100g, Burek s mesom ug. 100g, Kruh kukuruzni miješani rezani 500 g, Kruh primorski rezani 700 g, Kruh suvitol rezani 500 g, Kruh primorski 700 g, Kruh suvitol 500 g, Kruh švedski 650 g, Štapić mini sa sirom zp 6500g, Štapić mini sa sirom i špinatom zp 6500g, Štapić mini s jabukom zp 6500g, Štapić mini s višnjom zp 6500g, Štapić mini sa šumskim voćem zp 6500g, Štapić mini s marelicom zp  6500g, Štapić mini s krumpirom zp 6500g, Mini štapić sa sirom zp 30g, Mini štapić sa krumpirom zp 30g, Mini štapić s mesom zp 30g, Mini štapić sa šumskim voćem zp 30g, Mini štapić s marelicom zp 30g, Mini štapić s jabukom zp 30g, Mmini štapić s višnjom zp 30g, Mini štapić sa sirom i špinatom zp 30g, Proljetna salata 165g, Krušne mrvice 500g, Krušne mrvice rfs, Baguette kukuruzni pp zp 280g, Pecivo ciabatta bijela pp zp 110g, Bio pecivo lan sezam ppzp 44 g, Bio pecivo ppzp 86 g, Bučino pecivo-pp zp 44g, Delikatesna štangica-zp 82g, Pecivo domaće-pp zp 44g, Francuz bijeli pp zp 330g, Francuz kukuruzni pp zp 330g, Francuz s bučinim sjemenkama pp zp 340g, Kajzerica mlinar-zp 63g, Kukuruzna kiflica zp 35g, Kukuruzno miješano pecivo-zp 48g, Kruščić kukuruzni miješani sa sjemenkama pp zp 430g, Kruščić kukuruzni pp zp 430g, Kruščić raženi miješani sa sjemenkama pp zp 430g, Kukuruzno pecivo malo-pp zp 44g, Kukuruzno pecivo sa sjemenkama-pp zp 44g, Pecivo kukuruzno ppzp 76 g, Lisnato tijesto-zp 400g, Lješnjak štangica-zp 82g, Mini kukuruzni croissant-zp 35g, Mliječna kifla-zp 85g, Pita sa šum. Voćem i sirom-zp 145g, Pecivo malo bijelo-pp zp 44g, Pecivo s bučinim sjemenkama-ppzp 86 g, Pecivo suvitol-zp 48g, Raženo miješano pecivo pp zp 165g, Raženo miješano pecivo za sendvič pp zp 110g, Rustika kukuruzna-pp zp 270g, Rustika-pp zp 310g, Sendvič pecivo šlapica bijela-pp zp 165g, Slani klipić-zp 85g, Špic baguette raženi pp zp 110g, Štangica s višnjama-zp 82g, Tamni klipić-zp 84g, Piroška sa hrenovkom 144 g, Mediteranska kiflica, 35g, Štangica malina vanilija, 85 g, Štangica jabuka vanilija, 85g"
https://www.halal.hrhttp://www.naseklasje.hr,Naše klasje d.o.o.,"Raška ul. 35, 10000, Zagreb, Croatia",Producers,"Aurelia tortelloni- 4 vrste sira, Aurelia tortelloni- blltva, Aurelia tortelloni – puretina, Naše klasje tortellini- sir, Naše klasje tortellini- špinat, Naše klasje tortellini – puretina, Aurelia ravioli – istarski tartufi, Aurelia ravioli -ovčji sir, Aurelia tortelloni- kozji sir i crne masline, Aurelia ravioli- špinat i skuta u integralnom tijestu, Aurelia svježi rezanci, Aurelia široki rezanci, Aurelia zeleni rezanci, Aurelia špageti, Listovi za lazanje, „Aurelia” – kukuruzni koncentrat, “Fagovita” –  heljdin koncentrat, Rižino brašno, Risovita"
https://www.halal.hrhttps://ennafruit.hr/,Naturala d.o.o.,"Ul. Nikole Šubića Zrinskog 28, 33520, Slatina, Croatia",Producers,"Pasterizirani krastavci 350 g; 670 g; 2350 g; 4000 g, Pasterizirana paprika rezana 670 g; 1600 g; 2400 g, Pasterizirana paprika s kupusom 670 ; 2400 g, Pasterizirana cikla 670 g; 1600 g, 2400 g, 4100 g, Miješana salata 670 g; 1600 g; 2400 g, Ajvar uprženi blagi 700 g, Ajvar uprženi ljuti 700 g, Kompot višnja 680 g; 2600, Kompot šljiva 700 g; 4350 g, Džemovi od voća 350 g; 420 g; 860 g; 2500 g, Pekmez od šljive 350 g; 420 g, 860 g"
https://www.halal.hrhttps://new-bakery.com,NEW BAKERY d.o.o,"Tratinska ul. 72, 10412, Lukavec, Croatia",Producers,"Baklava, Baklava Bites, Baklava Mix."
https://www.halal.hrhttps://nutris.hr/,Nutris d.o.o.,"Varaždinska 68, 33520, Novi Senkovac, Hrvatska",Producers,"GPB001 NutriSmart P85A Proteinski izolat boba / NutriSmart P85A Fava bean protein isolate, GPB002 NutriSmart FBS Nativni škrob iz boba / NutriSmart FBS Fava bean native starch, GPK001 NutriSmart PP Protein iz krumpira / NutriSmart PP Potato protein, GPK002 NutriSmart PS Nativni škrob iz krumpira / NutriSmart PS Potato native starch"
https://www.halal.hrhttps://os-mgubec.eu,O.Š. Matije Gupca,"Ul. Davorina Bazjanca 2, 10000, Zagreb, Croatia",School institutions,
https://www.halal.hr,OPG Mujakić,"Poljana Čička 87B, 10410 Velika Gorica",SME,
https://www.halal.hrhttps://orgula.hr/,Orgula d.o.o.,"Stinice 12, 21000, Split, Hrvatska",,
https://www.halal.hrhttps://www.ouichef.hr,Oui Chef obrt za kuharske usluge i savjetovanje,"Ulica Hrvatskog proljeća 22a, 10000 Zagreb, Croatia",Hoteliers,
,Pan Pek d.o.o. Đakovo,"Vladimira Nazora 66, 31 400 Đakovo, Hrvatska",Producers,
https://www.halal.hrhttps://panpek.hr,PAN-PEK d.o.o,"Planinska ul. 2C, 10000, Zagreb, Croatia",Producers,"Ciabatta kruh 0,315, Ciabatta kruh kukuruzni miješani 0,315, Baguette bijeli 0,265, Baguette kukuruzni miješani 0,27, Kruh s maslinovim uljem 0,365, Ciabatta pecivo 0,11, Graham pecivo 0,06, Rustik 0,11, Rustik tamni 0,11, Goldy sendvič pecivo 0,11, Bučino pecivo 0,065, Goldy pecivo sa suncokretom 0,085, Klipić 0,083, Tamni klipić sa sjemenkama 0,083, Ciabatta mix pecivo 0,065, Bijeli polubaget 0,12, Kukuruzni miješani polubaget 0,12, Višezrnati polubaget 0,12, Krumpirov polubaget 0,12, Višezrnata ciabatta 0,08, Heljdino pecivo s orasima 0,065, Kukuruzno miješano  ciabatta pecivo 0,11, Mali bijeli baguette 0,12, Bijeli mini baguette 0,055, Baguette bijeli 0,25, Ciabatta pecivo 0,10, Ciabatta mini 0,03, Ciabatta mini mak 0,03, Ciabatta mini max 0,03, Ciabatta mini sezam 0,03, Ciabatta mini kukuruzna miješana 0,03, Baguette mini 0,04, Graham mini pecivo 0,04, Ciabatta mini ražena miješana mix 0,03, Bijeli polubaget 0,11, Klipić 0,08, Kukuruzno miješano ciabatta pecivo 0,10, 1001 Delights burek sa sirom 0,60, 1001 Delights pita sa krumpirom 6/1 0,60, Burek motani jabuka 0,29, Burek motani meso 0,29, Burek motani sir 0,29, Burek s junetinom 0,23, Burek s mesom 0,23, Burek s mesom 0,90, Burek s mesom 6/1 0,60, Burek sa sirom 6/1 0,60, Burek sir 0,25, Zvrk s mesom 0,15, Zvrk s višnjom 0,15, Zvrk sa sirom 0,13, Zvrk sa sirom i špinatom 0,15, Mini burek s mesom 0,10, Mini burek s krumpirom 0,10, Meksička rolica 0,11, Mini burek sir 0,10, Croamore burek sa sirom 6/1 0,60, Croamore pita s krumpirom 6/1 0,60, Croamore burek s mesom 6/1 0,60, Nostja pita s krumpirom 6/1 0,60, Nostja mini burek s mesom 6/1 0,60, Mini burek meso 0,10"
https://www.halal.hrhttps://www.pekar.hr,Pekar d.o.o.,"Obrtnička ul. 5, 32100, Vinkovci, Croatia",Producers,"KRUH BIJELI PŠENIČNI 700 g, KRUH BIJELI PŠENIČNI FRANCUZ 350, KRUH BIJELI PŠENIČNI SLAVONAC, KRUH BIJELI PŠEN.VINKOVAČKI REZANI, KRUH BIJELI PŠENIČNI OBITELJSKI, KRUH BIJELI PŠEN.GAZDIN 1000 g, KRUH POLUBIJ.PŠEN.OBITELJSKI TAMNI, KRUH PŠENIČNI POLUBIJELI 700 g, KRUH PŠEN.MIJEŠ.CIJELO ZRNO PŠENICE, KRUH MIJEŠANI PŠENIČNI KUMIN, KRUH KUKURUZNI MIJEŠANI 500 g, KRUH MIJEŠANI RAŽENI BAVARSKI, KRUH PŠEN.POLUBIJ.SPECIJAL CRNI, KRUH MIJEŠANI PŠEN.BUČIN 500 g, KRUH MIJEŠANI PŠEN.MINHENSKI, KRUH PŠENIČNI POLUBIJELI 500 g, KRUH PŠEN.POLUBIJELI 500 g REZANI, KRUH PŠENIČNI BIJELI 350 g, KRUH PŠENIČNI BIJELI VODENI, KRUH HELJDA, KUKURUZNI KALUP, KRUH BIJELI 350 G, KRUH SA SJEMENKAMA CHIE, KRUH PŠENIČNI POLUBIJELI 450 g, KRUH PŠENIČNI CRNI 500 g, KRUH PŠENIČNI POLUBIJELI 500 g, KRUH PŠENIČNI BIJELI 500 g, KRUH PŠENIČNI BIJELI DOMAĆI 500 g, KRUH PŠENIČNI MIJEŠANI CRNI 450, KRUH DOMAĆA POGAČA 400 g, KRUŠNE MRVICE 500 G, XXL BELBAKE – KRUŠNE MRVICE 600 G, BELBAKE KRUŠNE MRVICE 500 G, KRUŠNE MRVICE PANEA 200 g, KRUŠNE MRVICE PANEA 500 g, KRUŠNE MRVICE 500 g ARO, KRUŠNE MRVICE 200 g ARO, PECIVO KUKURUZNA MJEŠANA CIABATTA, PECIVO PŠENIČNO BIJELO 80 g, PECIVO PŠEN.BIJELO MINI KLIPIĆ, PECIVO PŠEN.BIJELO MINI 6/1 KO, PECIVO KUKURUZNO MIJEŠANO 80 g, PECIVO SA SJEMENKAMA 80 g, KAJZERICE 8/1, DOMAĆI SLANAC 80 g / 40 g, DOMAĆA LEPINJA SOMUN 200 G / 150 g / 120 g, DOMAĆI SLANAC 80 g / 40 g, HAMBURGER 40 G / 60 G / 75 G / 80 G / 110 G, BUREK SA SIROM MOTANI, MOTANI BUREK SA JUNETINOM, BUREK SA SIROM I PORILUKOM, BUREK SA KRUMPIROM, BUREK SA VIŠNJOM, BUREK SA JABUKOM"
https://www.halal.hrhttps://pelagos-net.hr,Pelagos Net farma d.o.o,"Gaženička cesta 28b, 23000 Zadar, Croatia",Producers,
https://www.halal.hrhttps://www.perlis.hr,Perlis d.o.o.,"Osječka ul. 205, 31221, Josipovac, Hrvatska",Producers,
